avto-russia.ru	0.35925539076571921804
bmwclub.ru	0.30998620027598072779
cars.ru	0.20664291469246467980
passat-b5.ru	0.00257864658320029012
auto.yandex.ru	0.00257106501504136354
as8.ru	0.00148950489112580401
avtogermes.ru	0.00129491246355203818
club-fx.ru	0.00113101032041027622
spravka003.ru	0.00101792556030946965
car-total.ru	0.00089618134699827410
e36club.ru	0.00068118644392771010
shop.kalyan-hut.ru	0.00064864115638239796
yandex.ru	0.00063678249836954248
eleks.ru	0.00062391058304539504
e38-club.ru	0.00058138049039686596
stonerrock.borda.ru	0.00056135516239430735
forums.warforge.ru	0.00047322875120909999
vwts.ru	0.00045157990087772845
google.ru	0.00044303829267951065
e90club.ru	0.00043058492570017891
app.autoxp.ru	0.00042503998101890245
mercedes-benz-e.ru	0.00036679456633718942
inixi.ru	0.00035407699628006012
se7enkills.net	0.00035151145940647319
e53club.ru	0.00031576227884679790
xn--80aakahknigpedfdm6u.xn--p1ai	0.00031376558873665554
c4-club.ru	0.00030619372494234944
sex-empire.ru	0.00030472259068572234
nado.in	0.00030416595192948620
allday2.com	0.00027490782249552239
americanakita.forum24.ru	0.00027110902729270521
lecoshop.ru	0.00026531718294886894
vw-golfclub.ru	0.00025486347823624962
tarkos.ru	0.00025048116652043420
trance-global.com	0.00024240336557935997
highaltitudeimports.com	0.00023283481167491154
m-power.ru	0.00022880208780713641
forum.allgaz.ru	0.00022366841438383847
auto-papa.ru	0.00022364396384563870
forum.chiptuner.ru	0.00021489377310407072
avizinfo.kz	0.00020801774036109097
1000projects.ru	0.00019775011402526735
forum.adact.ru	0.00019752229131325672
restoran.kz	0.00019723385058474652
en.www.lensart.ru	0.00019475687408592704
msk.fara.ru	0.00019137107808896842
gs-trade.ru	0.00017713725909677895
forum.holonet.ru	0.00016266541637562315
imperiya.by	0.00015680131466550736
cars-cars.ru	0.00015628638043932417
orenburg-gov.ru	0.00015334221000718623
hjc-russia.ru	0.00015309686247117472
gai.ru	0.00015015348093786637
okp-okpd.ru	0.00014990734450302524
sexandsex.ru	0.00014361169465739688
abz.by	0.00013403224370700851
razvilka.borda.ru	0.00013077023669412840
flashgamesspot.com	0.00013047491095633681
voiska.ru	0.00012820475485018207
tlt.narule.ru	0.00012758071872597895
newfiz.unoforum.ru	0.00012758071872597895
forum.kalibrgun.ru	0.00012758071872597895
cars.kg	0.00012446963152753807
used-cars.ru	0.00012439120075782945
master-saratov.ru	0.00012439120075782945
hk.job-less.info	0.00012439120075782945
autoinfosale.ru	0.00012120168278967999
carexpert.ru	0.00011817572984553820
mail.rambler.ru	0.00011726169000549536
shahty.ru	0.00011522133659939973
beyka.ru	0.00011482264685338105
orsk.ru	0.00011361925260686796
autobaza.kg	0.00011256340495927516
catalog.bmwclub.ru	0.00010844361091708209
automd.su	0.00010614777431198901
sko.nasmnogo.net	0.00010599013555696713
bmwpeople.ru	0.00010534522203373688
fbs-rk.kz	0.00010498070569451980
lift-service.ru	0.00010206457498078315
cska-hockey.ru	0.00010104435879568486
online.animedia.tv	0.00009945496937047904
tw.job-less.info	0.00009887505701263367
restoran-kuvshin.ru	0.00009887505701263367
universalmotors.ru	0.00009844191259720595
kbrria.ru	0.00009767898777457762
dream-land.ru	0.00009578521148098888
dolpizza.ru	0.00009568553904448421
